"R1_Read_Count"	"R2_Read_Count"	"R4_Read_Count"
"HAMP"	10	0	0
"G6PC2"	0	0	0
"LSM2"	370	479	711
"CCNB1IP1"	6199	1921	5693
"CCDC181"	5	3	0
"GRHL3"	0	0	0
"SLAMF7"	412	749	787
"HMHB1"	276	775	588
"RAP2C"	2688	2079	1741
"C6orf47"	1233	1089	2006
"CATSPERG"	195	56	63
"ZP4"	0	0	0
"KRTAP5-8"	11	0	0
"CYP4F11"	29	0	0
"SLC4A5"	767	231	233
"ZNF410"	5800	3627	6621
"CADM3"	22	5	29
"SLC46A2"	0	125	0
"PTBP2"	3614	5346	3465
"NGB"	0	0	0
"NEUROD4"	0	0	0
"NFE4"	17	279	4
"WFDC1"	0	12	20
"CTDSP1"	1760	3175	1498
"CXCL16"	360	229	49
"SQOR"	1726	4174	9586
"PLEKHB1"	0	18	95
"MS4A7"	399	1930	3622
"TP53INP2"	379	274	139
"SRPRB"	3622	1599	1765
"ENOPH1"	2632	2279	2464
"RHOU"	681	835	250
"LINC00474"	0	0	0
"NLRC4"	58	3958	774
"TRAPPC1"	244	805	470
"ZBED5"	6060	5047	4990
"CREBZF"	13310	12914	9280
"PCTP"	3307	2746	4186
"ABHD17C"	152	487	64
"RPRD1B"	2018	2855	1292
"ZNF71"	1349	591	762
"ZNF77"	633	615	743
"INIP"	1467	2369	3533
"JAM2"	3	5	122
"OVOL2"	0	0	0
"LY6G5B"	173	154	41
"PRUNE1"	799	1136	1447
"MYL7"	0	0	0
"ZNF462"	158	1235	20
"ZNF250"	1236	1151	1763
"OPRPN"	0	0	0
"ARHGAP22"	41	364	27
"OSTC"	4484	3075	6189
"SCAF1"	450	613	198
"KMT2C"	15539	19514	13694
"CACTIN"	1876	941	1103
"PRODH2"	0	0	2147
"DNASE2B"	0	0	0
"DLGAP3"	508	147	6
"EPS15L1"	958	1068	736
"SELENOK"	2330	1324	2837
"SINHCAF"	13213	3607	16696
"RBM25"	7721	7410	5733
"DMRT3"	0	0	0
"WIZ"	788	822	348
"MID1IP1"	3097	1838	5273
"ABRACL"	1996	2704	7259
"RRAGD"	775	4472	3626
"MYOZ1"	0	28	15
"LY6G6D"	0	0	1
"PRM3"	0	0	0
"SNX6"	8781	4217	8733
"MPP4"	0	11	6
"IL22RA1"	0	0	0
"PGAP6"	1217	1328	470
"IL21"	0	0	4
"CARD18"	0	0	0
"ENPP5"	31	52	20
"HIVEP3"	523	1111	375
"EVA1C"	58	385	29
"ACE2"	0	0	0
"TLNRD1"	523	1077	562
"NTN4"	0	6	8
"CACNG8"	0	0	15
"CACNG7"	0	0	0
"CACNG6"	0	2	92
"UBL5"	3106	2399	6691
"SIGIRR"	1296	946	900
"PRDM12"	0	0	0
"PRDM13"	0	6	0
"PLEKHA1"	1660	1068	1218
"PLEKHA2"	28703	5838	8196
"HRH4"	0	283	8
"TRPV4"	0	4	12
"SCPEP1"	4869	3491	3995
"SENP2"	2696	2946	4182
"ALOXE3"	0	0	0
"GNB4"	5601	9486	11488
"TPT1P8"	0	0	0
"ZNF350"	3587	1571	1089
"KLHL12"	4094	3003	7356
"RXFP1"	0	28	17
"PBOV1"	0	0	0
"LGR6"	115	588	64
"TMEM35A"	0	0	0
"AFAP1"	50	29	65
"GPBP1L1"	6486	6637	6477
"MYG1"	1009	588	805
"FAM3A"	2313	438	667
"AVPI1"	0	25	64
"TSKS"	33	17	318
"SLC25A19"	323	625	464
"EDA2R"	837	1401	678
"EXOC4"	7391	7975	6317
"TGIF2"	2551	1497	2784
"CDH26"	0	101	53
"TTTY2"	0	0	0
"BPESC1"	0	0	0
"BACH2"	7958	6187	11406
"ELOVL5"	5676	9595	2680
"SLC5A7"	0	0	0
"HAPLN2"	2	0	3
"SAV1"	3047	1556	2012
"TRMT11"	1789	1983	1346
"MRPS35"	3670	2373	3672
"APOBEC3G"	8940	2641	5451
"PPCDC"	701	901	582
"NIF3L1"	1784	1124	2988
"CCDC90B"	3328	1958	5270
"FASTKD5"	3191	1370	2057
"CCDC81"	73	305	177
"HPSE2"	0	4	6
"AASDHPPT"	2996	2712	4574
"NYX"	0	0	2
"AGBL5"	1044	1279	1853
"LDAH"	2149	1867	635
"ELAC2"	3889	3020	3847
"ALX4"	0	0	1015
"GUF1"	1685	2067	1808
"SPCS3"	16516	10978	9768
"NAA35"	3553	2208	3174
"RINT1"	1253	1279	1822
"SCOC"	1339	1943	3140
"KCNK15"	0	0	85
"DHX35"	1364	1020	1867
"RIC8A"	5251	4091	5380
"MIIP"	3032	1632	2396
"ATG101"	2008	976	1388
"GAS5"	21459	7388	16268
"PROK2"	0	1143	88
"PAPPA2"	42	4	0
"CELF6"	2311	321	313
"EEFSEC"	214	471	245
"CELF5"	0	0	25
"FKBP10"	38	25	43
"SMAP1"	2169	1785	1150
"TRAPPC11"	5980	4908	7746
"ZFAND3"	1717	1595	1578
"C14orf93"	954	963	1199
"SLC22A23"	329	2061	369
"BCORL1"	263	1277	223
"CELA2A"	0	0	0
"SRR"	281	667	745
"BCAN"	0	0	0
"ABHD4"	330	618	758
"MRPL17"	826	1625	2299
"PKNOX2"	0	0	0
"FAM204A"	5276	3046	6115
"RNF123"	2351	2287	2566
"THADA"	6316	5995	5656
"UBE2O"	1924	1912	1789
"VIPAS39"	2167	1222	2176
"PIEZO2"	0	45	48
"HEATR6"	589	1101	1369
"SH2D4A"	53	960	23
"NSUN3"	1718	2283	2233
"FAM111A"	17365	13074	19731
"DUSP21"	0	0	0
"MANBAL"	249	314	336
"GPATCH3"	1352	344	665
"NAPB"	1818	1737	1903
"SLC17A9"	921	1014	775
"LINC01590"	60	98	60
"BLOC1S5"	1715	1774	2976
"ELMO2"	3399	2922	3649
"GALNT11"	179	580	1128
"ZBED8"	358	584	516
"CHTF18"	1950	1445	2327
"TNN"	16	33	0
"CIDEC"	0	2	9
"ZNF335"	1976	1574	854
"ANKEF1"	53	92	91
"CHP2"	0	0	0
"XPNPEP3"	571	782	803
"LINC01749"	0	0	7
"MRPS14"	1629	1777	2871
"CXorf56"	2336	1454	2894
"MCUR1"	1449	1526	2496
"ZNF667"	0	17	8
"PCIF1"	1286	1247	1140
"FAM217B"	781	2093	1813
"GPSM3"	1092	1510	1163
"NECAB3"	187	511	599
"FKBPL"	163	119	341
"DMRTC2"	0	0	0
"DMRTC1"	0	1	0
"DMRTB1"	0	0	0
"DMRTA2"	0	0	0
"DMRTA1"	84	7	24
"CLSPN"	1293	2810	2822
"TP53AIP1"	0	19	8
"KIF13A"	173	3081	2303
"NEUROG2"	0	2	0
"NEUROD6"	0	0	0
"PRDM16"	0	0	8
"PRDM15"	1362	1137	1852
"PRDM14"	0	0	0
"FIGNL1"	2424	7103	8394
"ANO3"	0	3	0
"PCGEM1"	0	0	0
"MYO1G"	5475	2695	10098
"TSPYL2"	3732	689	542
"RBM26"	5784	7241	5187
"PRSS22"	0	2	5
"OXCT2"	6	7	37
"PERP"	66	14	25
"MMP27"	0	56	0
"NPAS3"	0	2	1272
"CDH23"	242	324	461
"C19orf33"	9	2	2
"LHPP"	770	109	292
"SLC28A3"	49	727	63
"RBKS"	44	85	104
"PBLD"	341	466	528
"GOLPH3"	6359	3746	4720
"CLSTN2"	48	6	6
"MCCC2"	1296	1433	1186
"SNX16"	1384	1743	1594
"GAL3ST2"	43	4	5
"POPDC2"	0	55	97
"SAMSN1"	2688	3698	4246
"SMOC1"	11	21	33
"SMOC2"	128	5	212
"GFRA4"	0	0	0
"EPB41L4A"	866	48	39
"PARVG"	5103	5659	5897
"ELSPBP1"	0	0	0
"LRRC4"	160	1391	1410
"TNMD"	0	0	0
"CENPK"	1308	2953	4184
"NPFFR1"	0	0	0
"RTP4"	522	709	1401
"CRLF2"	0	64	10
"MAGEF1"	512	971	3021
"NPVF"	0	0	0
"MOAP1"	10700	2212	4210
"TMBIM1"	2220	2484	2181
"VSIR"	5790	7488	1431
"SLC39A8"	7004	3743	4937
"DUS1L"	4055	2252	2696
"RRAGC"	1920	1410	2153
"FN3K"	0	89	45
"ADGRL4"	65	40	21
"NOD2"	47	865	157
"TINAGL1"	405	32	164
"LIN7B"	276	74	132
"XYLT1"	2863	5411	1803
"XYLT2"	1139	950	974
"IFIH1"	2147	1529	3917
"ABCG4"	0	0	0
"RBSN"	2428	2313	1944
"PDF"	628	187	237
"KIF9"	441	307	269
"C17orf75"	1091	953	2156
"DIO3OS"	67	8	0
"NCAPG"	4210	5583	7615
"ERAP2"	16468	12191	16104
"NECAB1"	0	23	37
"CARD9"	163	522	50
"OSGEPL1"	974	494	1154
"DPEP2"	238	751	480
"P3H1"	2368	2354	1974
"DPEP3"	0	41	22
"EDDM3B"	0	0	0
"IRF2BPL"	1156	809	1312
"POPDC3"	0	0	0
"MMS19"	4957	4379	4501
"LHX5"	0	0	0
"DNAJC1"	1595	1136	737
"TFB2M"	1497	765	1064
"SEMA4A"	487	1809	506
"PJA1"	1417	471	1435
"STRA6"	0	0	0
"ROBO3"	0	1054	34
"TOR3A"	1978	1767	2016
"MLST8"	539	632	757
"HERPUD2"	3332	2331	3130
"ATL2"	4257	3908	3509
"MS4A6A"	465	2606	1261
"MS4A5"	0	0	0
"PDLIM2"	867	382	427
"ABCG5"	0	0	2
"ABCG8"	0	0	0
"TENT4B"	2095	1558	869
"ARHGEF28"	0	18	0
"RAB17"	125	94	51
"RHBDF1"	35	51	0
"ZSCAN31"	446	376	2027
"NOC3L"	1794	2038	1647
"FBRS"	1524	1107	1026
"RNF25"	930	663	1053
"SOX17"	16	7	0
"NSD1"	23773	9666	16363
"COP1"	6676	6138	7222
"LMBR1"	2784	5428	1808
"XPO4"	6202	5378	5690
"NFKBIZ"	9450	4385	2544
"ARHGAP9"	2342	3608	2409
"HS1BP3"	368	319	394
"AZI2"	2183	2297	2153
"HIF3A"	0	0	0
"NXN"	136	2	10
"SIL1"	1438	962	1078
"IKZF4"	79	234	157
"IKZF5"	1938	1355	661
"CHST8"	0	0	0
"MMP25"	26	1169	220
"GREM2"	0	3	12
"ZMAT3"	9117	10200	5943
"GMCL1"	2068	3297	2571
"GMCL2"	0	3	1
"ZNF106"	12481	16725	14009
"MPP5"	915	1295	1003
"HHIP"	767	134	104
"AKTIP"	808	1393	1168
"CDH24"	29	745	43
"CDH22"	0	0	0
"RGS18"	1457	5037	474
"GALNT17"	52	2	183
"KLHL25"	328	211	228
"ARAP3"	0	462	88
"GZF1"	2063	1245	1599
"TMEM267"	1397	864	658
"TMEM168"	2741	2537	1803
"MTMR14"	5252	2766	2853
"SUSD1"	3525	1620	1447
"DCLRE1C"	6773	5130	4933
"ATG3"	3839	4020	4040
"INF2"	2162	1080	746
"POLR1E"	1597	1294	1733
"SUDS3"	6626	4254	8103
"TTC31"	819	941	902
"CIAO3"	7218	5325	5832
"ZDHHC6"	3192	3124	3890
"PCNX4"	3361	4118	5038
"ACTR6"	2460	1590	2126
"MRPS25"	4621	4406	3089
"LINC00244"	0	0	0
"NOM1"	1775	2102	1334
"DNAI2"	0	5	0
"CSMD1"	0	0	48
"LINC00235"	53	23	47
"TPSB2"	0	14	14
"CPEB1"	0	0	0
"TEKT3"	0	0	0
"ALDH8A1"	82	34	53
"NDST4"	0	0	0
"CLEC7A"	90	1670	68
"GPR135"	147	292	89
"TSPY2"	0	0	0
"RBMY3AP"	0	0	0
"TTTY15"	0	0	1933
"PSMA6P1"	9	4	7
"MOSPD3"	70	61	82
"GIGYF1"	4478	3008	2133
"PLA2G2F"	0	0	53
"VPS16"	4336	2231	3572
"EBF2"	0	0	0
"MFSD14A"	5772	3363	4772
"SPANXD"	0	0	6
"CSRNP1"	19494	1769	7254
"SPANXC"	0	0	0
"ANAPC1"	7711	5818	7171
"GORASP1"	3243	1216	2720
"CTAGE1"	0	0	0
"TMPRSS3"	0	0	89
"COPS7B"	1131	1230	905
"NUCKS1"	24249	22065	29265
"HS3ST6"	0	0	0
"PDIA2"	0	0	0
"TRG-CCC2-2"	3	4	3
"UNKL"	1653	1403	1251
"RPS20P2"	0	4	0
"LINC00254"	0	0	0
"WDR13"	5336	1502	3251
"SMAP2"	5547	5980	3399
"METTL17"	3538	2246	3174
"ACBD3"	3825	2530	3460
"MFSD1"	4134	5799	3845
"PLPPR2"	92	272	61
"SMURF2"	5182	2495	3280
"CCDC136"	1007	15	627
"SMYD3"	692	1732	1278
"RUSF1"	2086	1649	2425
"ATPAF1"	2389	1405	2209
"MTARC1"	26	2721	138
"TNS3"	3827	2472	7015
"FAM160B2"	1249	627	393
"PARP12"	3724	2262	3520
"GAREM1"	0	9	13
"ZNF574"	880	722	384
"CREB3L2"	866	4449	2327
"S100PBP"	6032	4888	8964
"IPPK"	1308	796	941
"MEAF6"	2822	1803	2917
"CCDC14"	10926	19338	9615
"ILRUN"	4147	3513	3295
"ENGASE"	5238	2342	1908
"PCED1A"	2077	1570	1802
"C11orf1"	324	316	404
"RMND5B"	1790	1259	592
"FNDC3B"	230	5658	1023
"MTHFSD"	931	1212	1235
"MICAL1"	8397	6296	3981
"CERK"	11860	9328	10829
"AEN"	9767	2135	3066
"RBM15"	7674	6390	6557
"CRTC3"	1339	882	956
"GINS3"	2536	2612	3277
"TBC1D15"	3704	4781	3331
"EPS8L2"	70	34	39
"LMF1"	1397	855	552
"EXO5"	647	959	1563
"IFT22"	949	520	1366
"CEP85"	2410	3121	4504
"DDX31"	1666	1756	1694
"RMND5A"	14806	9034	12660
"DEPTOR"	632	131	60
"IQCH"	146	88	33
"EFCAB6"	0	7	0
"ARV1"	1006	722	1432
"NMNAT1"	1079	883	1068
"P2RY12"	52	65	500
"IL25"	0	0	0
"CYP3A43"	0	0	0
"ELOVL1"	2175	1418	2169
"KLC2"	574	158	324
"FNDC4"	0	6	12
"FBXL17"	1552	1970	1111
"PORCN"	97	39	127
"GNPNAT1"	1144	1189	845
"ISL2"	0	18	8
"MARCHF7"	22723	15171	18090
"SPATA20"	2373	1112	1113
"YTHDC2"	2787	4504	4208
"SLC13A3"	60	7	6
"ETNPPL"	0	0	0
"TUT1"	332	591	650
"AIDA"	1352	1609	2268
"USP46"	1332	1043	858
"NIBAN2"	440	953	736
"VWA1"	86	193	33
"PLEKHG2"	2581	1928	1040
"DCLRE1B"	413	1009	1276
"NABP1"	399	2530	548
"ARMCX5"	2178	878	1324
"METTL4"	603	1225	1435
"RFX7"	3385	3175	2437
"CDCP1"	0	310	26
"PCDH20"	0	2	0
"PAPOLG"	2622	3001	4509
"C12orf43"	352	584	831
"LPIN3"	18	0	96
"RANBP17"	0	100	36
"AGXT2"	0	0	0
"BCL11B"	473	343	616
"CASD1"	3860	3669	3992
"LRRC19"	0	0	0
"SLC30A5"	4350	3607	3885
"CCDC71"	435	608	581
"RASAL3"	4399	2002	1565
"TTC23"	84	1073	66
"MRPL14"	1061	1018	1689
"SMNP"	0	0	0
"STAG3L4"	1128	560	921
"NT5DC2"	0	0	0
"ZGPAT"	3015	1317	2077
"ST6GAL2"	0	15	40
"ZNF594"	1308	2874	4613
"KIRREL3"	0	0	0
"FNDC1"	22	0	0
"KRBA1"	389	319	374
"ZNF469"	1426	25	199
"NTNG2"	130	670	622
"TNRC18"	2291	3969	937
"TTBK1"	0	0	0
"SLITRK2"	0	0	0
"AFAP1L2"	373	552	497
"KISS1R"	0	0	0
"GPR174"	6608	933	3080
"IL1F10"	0	0	0
"USP38"	13307	4508	4363
"MFSD14B"	2372	7760	3337
"KIF2B"	0	0	0
"C22orf23"	0	0	0
"PLA2G12B"	0	0	0
"LCE3D"	0	0	0
"DGAT2"	38	419	127
"EBPL"	1198	847	1025
"SPINK7"	0	0	0
"SPZ1"	0	0	0
"GLYR1"	4404	3773	3492
"LINC00852"	233	275	78
"ADGRE3"	0	1344	29
"RNASE7"	0	2	0
"CCDC62"	319	275	307
"DPY30"	1209	1424	2302
"GLIS2"	0	0	10
"MYPN"	0	2	4
"RETNLB"	0	0	0
"HES7"	26	12	4
"FAM126A"	2254	2401	2239
"USP32"	6225	7746	9179
"ZNF347"	2102	3592	939
"TTTY6"	0	0	0
"TTTY8"	0	0	0
"CARD6"	73	1832	234
"TRIM55"	29	50	78
"TRIM63"	0	0	2
"DSCR8"	0	0	0
"KDM2B"	5469	3458	4123
"SLC9A7"	28224	4253	24282
"ACCS"	768	1286	247
"HINT2"	354	492	1053
"INSM2"	16	0	0
"PPP1R9B"	2043	1130	780
"C9orf24"	13	75	36
"MS4A14"	0	122	217
"SPATA22"	0	0	0
"FAM71F1"	0	0	22
"CCDC54"	0	0	0
"MCEE"	260	258	335
"GJA10"	0	0	0
"LOXL3"	63	620	197
"ABHD1"	0	0	13
"CAPS2"	633	158	5
"CREB3L3"	0	0	71
"MYO18B"	1407	200	23631
"COX4I2"	0	0	0
"GTPBP3"	339	647	480
"GPT2"	60	84	261
"BEX2"	0	18	88
"LNX1"	506	37	0
"MGARP"	22	6	33
"HDGFL2"	2900	1838	3005
"LINC00260"	48	75	33
"PIGO"	1446	1116	1224
"PSRC1"	364	690	1028
"PLEKHA8"	1620	277	118
"PRRC2B"	5572	9067	6286
"SPSB2"	243	239	326
"CBX2"	1285	2898	3510
"FAM167B"	40	21	38
"CNDP1"	0	0	33
"AFAP1-AS1"	0	3	0
"UNC119B"	1967	2298	2863
"USP30"	1239	738	1320
"FUT10"	1022	713	1635
"B3GNT9"	164	146	344
"PCGF1"	341	251	252
"ZNF577"	1936	1750	961
"CRACR2A"	2321	2242	908
"TRIM51"	0	0	0
"MPV17L2"	120	123	211
"DDX11L2"	24	35	23
"ZNF607"	728	776	652
"DLGAP1-AS2"	7	30	23
"NAA11"	0	0	0
"KMT5C"	209	405	178
"MGC2889"	0	0	0
"TUBA1C"	8637	7544	15476
"LINC00467"	59	109	173
"FAM220A"	993	969	1745
"FOXD2-AS1"	108	147	56
"PYROXD2"	513	699	804
"C19orf48"	3406	4127	2064
"GPAT3"	31	1687	498
"MFSD9"	682	795	958
"NFKBID"	1432	471	262
"PERM1"	0	0	0
"CROCCP2"	1576	702	1048
"BUD13"	1027	1458	2273
"PLCD4"	28	27	7
"PLPP7"	266	11	0
"MGC12916"	1857	393	217
"RTN4IP1"	1135	717	1206
"TXNDC17"	766	973	1285
"IL17RC"	182	595	323
"POLR2J4"	951	927	1422
"LMNB2"	4333	3919	3356
"FCRLA"	175	77	195
"SFT2D3"	655	295	555
"ADTRP"	14	28	74
"ANKRD36BP1"	0	1	1
"ATP5MD"	1828	1756	3217
"ABHD14B"	1301	656	478
"ARHGAP5-AS1"	1	2	1
"ZNF496"	2004	2204	1664
"RAX2"	0	0	0
"HPDL"	32	190	70
"PHF5A"	2224	1631	2620
"LINC00525"	0	0	0
"MIR503HG"	0	15	0
"GLIS3-AS1"	0	0	0
"TRIM52"	2342	1813	1791
"ATP1A1-AS1"	52	107	492
"LINC00839"	0	0	0
"ZNF503"	0	0	3
"LRCH3"	3145	3452	4283
"KLHL22"	1505	2149	1547
"RIOX2"	895	831	184
"CCDC142"	1257	1098	1280
"TMEM25"	190	236	451
"PTPN5"	0	0	2
"HAVCR2"	577	311	813
"CBR4"	1704	1507	2190
"RSPO3"	0	0	21
"AGBL4"	38	14	29
"ZC3H10"	855	948	1162
"ADGRG7"	0	0	69
"ZNF514"	2151	1219	3261
"PARP10"	9820	2652	9762
"ORAI1"	478	582	380
"ZBTB45"	225	223	52
"MFSD2A"	101	53	15
"RPUSD4"	2787	1353	2109
"AIFM2"	514	69	108
"ZDHHC12"	78	522	341
"C1orf198"	251	127	257
"SPPL2A"	2273	3477	3294
"SLC7A3"	12	0	245
"ADO"	1653	1339	1989
"ZSCAN10"	0	3	0
"POMGNT2"	139	157	377
"FBH1"	7482	5797	9482
"LINGO1"	0	0	0
"MIGA2"	2830	1782	1975
"ATAD1"	3433	3671	3799
"TBRG1"	4809	3380	2847
"PLXDC2"	194	4681	240
"TMTC4"	2475	1914	1663
"RNFT2"	43	189	877
"NFATC2IP"	3313	3468	2085
"CEP89"	650	713	609
"ARHGEF39"	296	779	798
"ZNF341"	255	186	135
"FAM136A"	2353	1382	1996
"AOPEP"	677	1682	1589
"TMEM87B"	3210	3073	1926
"ZNF382"	341	509	1433
"SLC35B4"	1669	1823	2516
"ATOH8"	48	37	45
"ZNF587"	4702	3661	1803
"FAM222A"	103	28	35
"UTP4"	1139	1401	1221
"LRP11"	178	772	149
"PPP1R15B"	19263	8491	12581
"ALG10"	2350	3971	3461
"FIZ1"	138	162	63
"FAM104A"	3523	2799	3793
"ZNF566"	710	1283	1130
"SLC49A4"	893	1270	487
"SPRYD3"	165	266	205
"TMEM209"	1239	1509	1212
"FIBCD1"	0	7	0
"MASTL"	2080	1864	5234
"LINC01101"	0	0	0
"RAB2B"	1456	1054	1475
"C8orf76"	1101	679	1691
"RITA1"	383	425	663
"MEDAG"	0	0	0
"ZFYVE19"	1181	1379	1862
"ZNRF1"	775	1555	816
"ATG4C"	1510	1679	2517
"PWWP3A"	1844	1655	2679
"CORO6"	109	324	179
"HSH2D"	6141	1587	3216
"WDR73"	2970	2131	3285
"MAEL"	0	0	0
"ABHD13"	4877	2589	2483
"LTV1"	1505	1189	986
"SERAC1"	869	286	286
"TIGD5"	708	307	682
"PRPF38A"	5680	4151	6158
"TNS4"	0	0	3
"CGNL1"	9	57	236
"MICALCL"	12	94	47
"MPND"	343	276	365
"NUDCD1"	3555	2121	4503
"RELT"	2103	2699	1948
"SYTL1"	1951	2197	1761
"UBASH3B"	20037	25781	20188
"CCDC183"	62	69	34
"FBXL20"	3183	3370	2086
"AJUBA"	120	144	356
"ALKBH6"	420	213	333
"IGSF21"	0	0	0
"LSM10"	197	220	288
"PNMA6A"	0	1	14
"TOX2"	36	12	55
"C1orf94"	0	0	0
"ATG4D"	1837	559	521
"SNHG7"	23390	2043	4433
"MFSD5"	1129	642	882
"DISP1"	1281	1531	1160
"FRMD5"	0	5	22
"MIR22HG"	365	292	190
"FAM222A-AS1"	0	0	0
"CEP19"	306	595	763
"FAM83A"	30	5	19
"ARHGAP19"	5182	3948	8764
"COX14"	1005	996	1209
"PPP1R16A"	458	643	182
"JMJD1C-AS1"	0	68	24
"RBM17"	5231	5325	6385
"PIGY"	1151	576	714
"UBL7"	1438	1027	2229
"URB1-AS1"	151	130	624
"MGC16275"	23	58	13
"FAM86B1"	0	8	11
"BFSP2-AS1"	0	9	10
"RERG"	23	55	0
"PHYKPL"	8776	5109	5080
"MGC16025"	52	93	8
"TCEAL3"	131	310	398
"TMEM128"	1124	669	1120
"TMEM141"	692	678	1070
"USP45"	936	661	362
"CFAP300"	0	0	0
"TMEM241"	337	505	510
"REPS1"	6691	9431	4762
"TMEM60"	363	1211	1221
"ARRDC1-AS1"	456	445	711
"SMIM3"	35811	4130	9420
"SNHG12"	1164	1097	975
"H2AC12"	7404	10531	40200
"H2BC12"	15987	23783	49346
"KRTAP9-4"	0	0	0
"KRTAP4-1"	0	0	0
"KRTAP4-5"	0	0	0
"KRTAP4-3"	0	0	0
"KRTAP4-2"	0	0	0
"KRTAP3-3"	0	0	0
"KRTAP2-4"	0	0	0
"ATCAY"	0	0	0
"COL27A1"	202	289	95
"FBF1"	615	818	559
"PPIL4"	2481	2290	3333
"PAQR8"	578	1347	1433
"BAGE2"	42	31	40
"ABCC11"	0	4	0
"LGALS12"	25	360	51
"KRT89P"	0	0	0
"KRTAP9-11P"	0	0	0
"KRT87P"	0	0	0
"SHISAL1"	0	2	74
"KRTAP4-16"	0	0	0
"SHANK3"	3493	1773	1534
"DGCR6L"	1730	1207	2167
"SYDE1"	20	432	17
"TRIM5"	2715	2586	4738
"ZCCHC3"	2420	1682	2826
"ALG2"	2372	946	1220
"MYLK2"	0	31	0
"STRIP1"	4408	2002	2740
"KIAA1656"	148	137	106
"RIMBP3"	332	581	409
"MICALL1"	1304	1060	528
"TUBGCP6"	8288	5430	4190
"KIAA1671"	144	2876	530
"SNORD14B"	250	60	67
"SNORD14C"	82	37	27
"SNORD14D"	108	52	41
"SNORD14E"	64	18	14
"FAM207A"	390	363	117
"RGS8"	0	0	0
"EAF1"	3208	3011	2625
"DNAJC14"	5424	2992	10538
"NKD1"	21	26	22
"NKD2"	1133	611	18
"SLC22A16"	2491	2408	2286
"SLC45A3"	49	1470	14
"RHPN2"	0	14	114
"ZIC5"	0	0	0
"CCNB3"	66	26	67
"ZCRB1"	1376	1018	2056
"CABS1"	0	0	0
"STON2"	394	1079	404
"DOCK7"	3640	4094	2106
"HELZ2"	3016	1816	2834
"KNDC1"	109	27	260
"DCLK3"	0	0	5
"LRRCC1"	948	2142	2176
"CNTNAP4"	0	22	0
"ZFHX2"	28	84	45
"KIAA1755"	0	8	10
"ITPRIP"	1161	2711	2125
"UNK"	2196	2188	2133
"CFAP74"	0	0	19
"TSPYL5"	11	285	6757
"DISP2"	45	14	19
"TNKS1BP1"	313	141	190
"CIPC"	3611	958	2864
"DIXDC1"	173	86	89
"CEP295"	5983	7518	10604
"ZNF518B"	4126	4148	7528
"TANC1"	70	1449	60
"FHDC1"	488	437	566
"ZC3H12C"	52	1207	121
"SSH2"	4801	15027	20269
"SELENOI"	3336	4242	5768
"LBX2"	0	1	4
"GFM1"	4482	3883	3883
"SCIN"	0	0	0
"CCDC65"	29	27	37
"DNAJC5B"	243	0	18
"TSLP"	0	2	5
"PSKH2"	0	0	30
"RPS19P1"	0	0	1
"RPS19P2"	0	2	0
"RPPH1"	216989	389730	1283337
"SCRT2"	0	0	0
"MBD3L1"	0	0	0
"GALP"	0	0	0
"RPL12P12"	5	4	2
"GTPBP10"	2228	1752	2189
"YWHAZP5"	28	0	11
"HSFY1"	0	0	3
"RPS2P7"	14	2	4
"ARPC3P1"	3	2	2
"PNPT1"	3233	2443	2482
"RPL7AP50"	28	7	10
"GGACT"	259	173	69
"ANKRD13A"	11687	9457	11531
"RRP36"	1855	1276	2535
"TRIM4"	1672	1545	1552
"LINC01621"	0	0	0
"NUFIP1P1"	0	2	4
"RSPH1"	0	46	6
"UMODL1"	256	13	1045
"SERPINB12"	0	0	12
"SERPINB11"	0	0	0
"WNT3A"	0	0	0
"HPS4"	19140	72973	35064
"LMLN"	163	141	154
"SIGLEC10"	675	828	85
"GAL3ST3"	0	0	0
"NAV3"	0	147	44
"NAV1"	8504	18679	5443
"NAV2"	7	732	59
"PPP1R3F"	1145	642	667
"KCNK17"	116	7	27
"CHRFAM7A"	9	212	6
"ULK4P3"	0	103	0
"ULK4P1"	0	92	0
"ARHGAP11B"	533	1059	828
"LOC89844"	20	4	0
"ABCC10"	710	716	501
"FGD3"	5931	5346	4571
"FCHSD1"	1098	348	1525
"ATG16L2"	2223	8002	2796
"MVB12B"	1611	433	130
"KLHL6"	10116	6679	11961
"SIGLEC12"	0	13	30
"SEC16B"	0	1	0
"PLCZ1"	0	0	0
"TRIM15"	40	21	28
"AQP10"	0	4	9
"SLC25A21"	66	14	144
"CFAP91"	0	0	0
"TPD52L3"	0	0	0
"OR6W1P"	0	2	5
"LHX4"	0	0	18
"FATE1"	0	0	4362
"SLAMF9"	0	0	0
"ZNF628"	104	102	59
"KBTBD6"	761	1821	671
"DYNC2I2"	3197	1978	6414
"TMEM116"	733	538	1214
"UBE3B"	2879	3233	2454
"BMERB1"	226	308	292
"PAPLN"	284	29	38
"RHOT2"	5070	2283	2228
"GLB1L2"	90	52	5
"KLC4"	962	573	1090
"SAPCD2"	1026	352	924
"RSPRY1"	3290	3423	3840
"DPH6"	536	598	351
"MIDN"	1739	851	1287
"KIR3DX1"	0	21	2
"SYT8"	0	0	0
"FLJ20021"	151	107	141
"UBE3D"	487	561	196
"FAM181A"	0	0	0
"CCDC120"	51	13	77
"LACRT"	0	0	0
"ZNF30"	165	317	270
"PHLDB2"	81	77	4273
"VWA5B2"	0	17	41
"TMEM250"	1063	887	1036
